CustomerID,Recency,Frequency,Monetary
1226,4,33,100620.45
1227,4,30,72072.49
1228,1,23,58273.67
1229,7,24,63512.33
1230,17,21,51933.49
1231,6,40,90446.66
1232,11,34,89878.63
1233,1,42,100738.3
1234,1,28,72412.64
1235,12,19,45658.31
1236,7,45,116382.43
1237,16,22,55921.78
1238,17,41,89979.81
1239,18,28,70322.06999999999
1240,1,30,79389.68000000001
1241,18,33,72740.06
1242,11,33,88291.51
1243,13,36,94110.81
1244,2,22,56031.57
1245,9,26,50817.33
1246,20,25,58466.6
1247,66,27,66378.77
1248,17,43,104468.54000000001
1249,0,32,82239.11
1250,0,23,66908.06
1251,3,34,86260.14
1252,4,31,74451.79
1253,4,36,77472.97
1254,11,31,75075.17
1255,5,25,61940.81
1256,3,32,83907.09
1257,13,31,70949.98
1258,19,26,70794.92
1259,2,44,120122.24
1260,27,34,83728.49
1261,0,34,81359.16
1262,26,25,52296.25
1263,1,32,85864.76000000001
1264,6,29,76094.18000000001
1265,3,30,79339.36
1266,5,29,77718.05
1267,16,35,66532.75
1268,34,23,47500.75
1269,10,35,86417.15
1270,1,39,94926.73
1271,4,24,58694.979999999996
1272,2,28,59183.22
1273,9,29,90944.02
1274,26,36,82833.41
1275,35,23,55859.64
1276,43,24,58074.17
1277,13,29,70789.39
1278,9,25,54789.25
1279,17,21,53909.82
1280,8,19,54689.29
1281,3,23,58695.22
1282,26,26,65022.15
1283,5,30,77502.52
1284,12,36,93578.22
1285,35,25,61265.79
1286,15,29,74075.45
1287,12,21,63856.14
1288,21,28,82800.33
1289,14,38,99911.88
1290,10,25,56317.29
1291,6,31,82090.38
1292,16,30,66605.02
1293,6,33,83330.4
1294,18,29,76666.81999999999
1295,0,28,62438.02
1296,33,32,79581.32
1297,4,25,63507.46
1298,8,31,77652.56999999999
1299,9,34,90447.18
1300,30,23,51561.34
1301,9,30,69031.84
1302,19,37,101588.83
1303,15,38,90694.17
1304,9,36,92258.1
1305,4,29,66581.61
1306,7,29,69386.37
1307,20,27,79213.46
1308,12,36,111686.02
1309,5,30,72154.56
1310,15,22,48219.619999999995
1311,1,34,76554.4
1312,14,25,67607.29
1313,6,33,84751.51
1314,59,22,64345.01
1315,43,20,47157.17
1316,19,26,70756.91
1317,72,30,74519.37
1318,13,29,82134.56
1319,4,29,90906.97
1320,20,30,82880.1
1321,1,28,52007.78
1322,32,27,67416.09999999999
1323,21,39,94204.55
1324,40,21,47004.03
1325,36,27,65788.48
1326,20,33,83618.51
1327,5,35,90859.2
1328,3,30,68404.76
1329,1,30,73389.04
1330,3,32,68432.31
1331,6,20,46798.15
1332,14,26,67035.54000000001
1333,20,35,94872.4
1334,17,24,71196.16
1335,6,31,68708.46
1336,3,38,85503.7
1337,14,21,49716.57
1338,0,22,49413.24
1339,10,35,98662.21
1340,43,26,69542.38
1341,21,29,73745.72
1342,4,31,71253.91
1343,0,27,66028.16
1344,9,35,81890.45999999999
1345,2,28,61188.6
1346,13,35,93332.68000000001
1347,0,39,105183.83
1348,8,25,60749.36
1349,2,36,84621.78
1350,13,28,61333.97
1351,17,32,81803.47
1352,14,33,88048.39
1353,7,24,57897.55
1354,2,35,91465.51
1355,4,30,59496.19
1356,5,39,81263.52
1357,2,32,82023.9
1358,11,32,79561.37
1359,2,27,67895.45
1360,1,20,62021.77
1361,15,23,55043.7
1362,13,22,39537.85
1363,21,35,81163.32
1364,13,30,72233.3
1365,1,29,58444.79
1366,1,20,46483.16
1367,14,34,78477.20999999999
1368,6,34,88571.83
1369,20,23,44772.27
1370,0,37,106422.87
1371,68,30,82970.99
1372,3,32,92367.1
1373,24,27,71434.37
1374,1,29,69723.58
1375,7,27,71037.32
1376,16,37,112406.51
1377,5,27,62375.29
1378,6,34,86487.99
1379,9,31,78772.64
1380,16,31,78743.33
1381,1,26,63751.77
1382,24,35,96463.41
1383,0,27,48654.81
1384,11,34,90774.38
1385,90,19,44125.49
1386,29,33,81188.22
1387,0,35,70398.44
1388,19,26,56010.55
1389,1,24,52057.57
1390,34,22,43684.38
1391,9,36,92805.64
1392,4,28,72546.04000000001
1393,0,36,82693.25
1394,30,33,89863.96
1395,9,37,76744.11
1396,6,28,63972.47
1397,0,28,75309.93
1398,0,38,96913.83
1399,26,25,75790.13
1400,70,23,63267.630000000005
1401,11,26,64597.740000000005
1402,23,25,63108.91
1403,2,29,69070.55
1404,15,30,76478.39
1405,4,32,88976.36
1406,0,24,47550.06
1407,7,30,71545.55
1408,10,27,85651.46
1409,28,25,54763.14
1410,4,37,102835.56
1411,30,38,82144.01
1412,20,27,68066.3
1413,14,30,74100.28
1414,60,32,84099.02
1415,11,32,90722.47
1416,4,32,72540.18
1417,23,28,66429.37
1418,51,27,77378.48
1419,20,27,65693.27
1420,1,27,75163.75
1421,24,36,75255.32
1422,4,29,79924.51
1423,8,37,89325.39
1424,11,25,61914.83
1425,8,31,77951.93000000001
1426,13,34,87982.51
1427,6,21,39274.94
1428,22,25,58475.45
1429,18,35,75451.62
1430,40,22,45755.23
1431,28,24,55641.14
1432,6,30,76847.54000000001
1433,4,30,75115.98
1434,26,32,84794.74
1435,0,32,73110.24
1436,0,30,81798.54
1437,60,23,63181.94
1438,26,23,52817.4
1439,0,36,104335.17
1440,15,39,92911.25
1441,6,31,77516.95
1442,6,25,72611.15
1443,2,30,71349.31
1444,19,33,75740.9
1445,17,30,78757.83
1446,0,30,68062.05
1447,6,35,66394.43
1448,0,23,55816.16
1449,15,38,89729.19
1450,3,33,78916.53
1451,1,34,82907.7
1452,17,22,40150.83
1453,2,31,81431.14
1454,1,34,82616.78
1455,10,30,84267.61
1456,0,38,91443.14
1457,32,30,73553.22
1458,10,30,67062.86
1459,35,27,71621.82
1460,7,21,41062.35
1461,36,27,67064.54
1462,11,30,70625.36
1463,6,34,95415.97
1464,2,30,75552.03
1465,1,23,64337.42
1466,0,41,91209.26
1467,14,26,66383.52
1468,0,35,82112.31999999999
1469,9,37,84423.16
1470,1,27,76281.66
1471,3,34,88769.23
1472,17,25,67383.16
1473,9,29,77640.33
1474,66,17,28300.01
1475,7,26,78325.02
1476,29,35,63286.31
1477,30,35,87415.31
1478,31,39,111012.95
1479,18,33,105866.38
1480,13,32,72878.74
1481,5,34,85030.55
1482,3,24,68132.20999999999
1483,17,28,63967.46
1484,4,26,44580.68
1485,0,31,68602.32
1486,2,29,61395.869999999995
1487,4,20,46423.05
1488,8,30,76171.54000000001
1489,15,27,69621.03
1490,4,33,78719.64
1491,31,39,92641.59
1492,1,24,49325.95
1493,2,34,79886.31999999999
1494,49,29,80275.88
1495,10,32,81446.88
1496,14,31,71233.84
1497,10,22,52179.4
1498,6,45,103629.72
1499,0,30,81143.48
1500,20,37,89159.02
1501,6,37,98873.24
1502,9,31,73021.81
1503,5,28,63827.27
1504,0,31,73699.47
1505,17,30,87933.79
1506,4,27,74505.37
1507,1,26,64378.31
1508,12,30,89603.96
1509,21,33,82191.21
1510,1,33,86798.08
1511,21,29,83297.01
1512,23,24,68820.41
1513,3,32,73631.91
1514,18,36,98434.9
1515,37,36,92869.44
1516,5,34,76607.74
1517,10,30,77498.23
1518,1,36,87962.2
1519,7,28,83900.48
1520,16,30,80666.41
1521,15,32,73818.81
1522,13,34,95231.08
1523,1,23,61536.9
1524,10,36,99024.83
1525,7,33,74659.93
1526,0,32,74594.12
1527,12,32,75545.68
1528,11,45,124146.24
1529,19,31,97781.03
1530,1,37,91261.76
1531,16,24,64145.44
1532,18,31,80393.29
1533,7,39,89371.45
1534,5,42,112259.4
1535,32,23,60511.17
1536,6,31,69397.76
1537,3,30,66006.2
1538,0,25,66983.48
1539,2,22,61704.97
1540,28,20,42887.47
1541,20,31,59541.83
1542,8,25,73361.32
1543,3,28,81671.33
1544,9,24,59605.51
1545,35,20,62561.05
1546,34,25,76307.23
1547,5,29,69909.16
1548,4,31,93401.13
1549,13,40,87739.96
1550,7,29,74119.31
1551,2,46,115477.29
1552,6,35,92345.73
1553,0,33,80274.72
1554,6,21,45630.439999999995
1555,19,34,87219.26
1556,9,37,96118.70999999999
1557,27,19,39171.21
1558,27,27,65253.85
1559,2,26,64313.34
1560,5,32,82537.55
1561,24,29,77226.58
1562,1,29,60970.97
1563,21,24,70266.13
1564,1,36,88259.45
1565,5,30,79975.45
1566,2,34,90100.21
1567,62,29,64243.11
1568,14,31,78174.47
1569,10,29,78148.43
1570,1,32,71133.11
1571,42,20,51648.3
1572,6,37,79803.51
1573,21,38,94461.06
1574,16,28,77496.66
1575,2,25,60868.01
1576,0,33,79924.56
1577,12,26,66375.35
1578,4,30,64146.770000000004
1579,0,35,85916.36
1580,2,25,58417.17
1581,1,26,59792.19
1582,10,28,76968.54
1583,1,28,58859.82
1584,6,22,55119.25
1585,19,36,89841.12
1586,3,33,89487.93
1587,0,43,102850.34999999999
1588,9,26,58260.49
1589,45,33,74572.64
1590,29,34,78217.54
1591,32,22,53068.08
1592,0,30,70806.44
1593,7,27,81097.95
1594,2,34,88366.14
1595,5,36,82780.64
1596,8,24,66892.85
1597,15,25,66032.48
1598,24,22,53118.63
1599,5,28,68286.9
1600,45,20,51890.89
1601,8,33,102983.18000000001
1602,10,32,81235.59
1603,15,30,87644.04000000001
1604,11,25,50976.63
1605,1,37,93279.13
1606,2,24,60013.43
1607,23,34,87647.28
1608,11,36,74102.73
1609,29,30,80405.3
1610,10,28,79466.4
1611,18,23,50230.45
1612,9,21,56762.6
1613,7,30,91287.34
1614,1,35,88666.05
1615,4,37,89406.91
1616,39,33,80275.37
1617,2,29,80250.5
1618,3,29,70913.13
1619,2,25,62835.02
1620,13,27,62582.53
1621,0,26,66146.64
1622,15,24,51917.65
1623,6,36,83204.51
1624,16,33,85700.5
1625,2,33,81458.62
1626,2,26,68635.63
1627,0,21,43823.74
1628,12,27,78950.05
1629,12,32,88938.22
1630,17,32,91449.11
1631,0,31,77288.38
1632,6,36,93126.22
1633,4,34,89683.96
1634,20,29,76832.31
1635,30,29,74005.48
1636,3,36,90137.65
1637,2,21,48440.13
1638,7,29,65365.24
1639,1,18,40947.36
1640,44,23,60385.92
1641,3,23,52183.08
1642,6,36,71984.5
1643,12,21,49293.51
1644,3,37,96705.64
1645,7,25,61368.799999999996
1646,13,32,73520.27
1647,1,25,52193.46
1648,9,29,85014.75
1649,34,19,41506.65
1650,13,27,62488.299999999996
1651,4,34,92130.45
1652,2,31,76072.34
1653,3,24,61789.700000000004
1654,11,34,77241.45
1655,14,29,62977.06
1656,5,31,72515.08
1657,17,30,78196.53
1658,27,34,93543.04
1659,3,30,83400.94
1660,16,43,104921.19
1661,55,23,50517.26
1662,43,32,77394.88
1663,4,36,86929.43
1664,4,44,114511.64
1665,20,34,86246.58
1666,44,26,74614.35
1667,5,31,71403.5
1668,18,27,65384.14
1669,9,23,53249.840000000004
1670,31,35,85721.86
1671,6,35,74318.1
1672,2,31,71886.52
1673,7,26,59231.44
1674,2,32,97126.06
1675,31,25,67222.55
1676,12,39,95306.06
1677,14,26,77634.83
1678,4,25,55308.64
1679,32,36,96844.19
1680,3,26,71108.27
1681,8,23,61061.72
1682,5,29,71699.28
1683,2,29,74878.01
1684,7,36,80708.0
1685,19,28,64381.26
1686,2,27,62020.02
1687,28,18,48928.55
1688,14,40,104377.75
1689,3,30,66748.0
1690,28,40,101369.78
1691,5,33,85836.49
1692,8,26,65243.869999999995
1693,0,31,78966.52
1694,5,39,89054.89
1695,32,27,57070.06
1696,9,35,85701.58
1697,7,34,77974.77
1698,27,29,78985.11
1699,5,30,82143.86
1700,10,28,67279.03
1701,39,18,37692.99
1702,12,28,62698.7
1703,2,28,76377.3
1704,4,29,76720.08
1705,24,24,54261.9
1706,11,29,72366.25
1707,12,34,86862.55
1708,9,40,96910.42
1709,5,24,73140.20999999999
1710,2,33,75553.86
1711,0,28,67179.38
1712,49,25,68732.3
1713,1,29,75194.36
1714,0,39,85263.28
1715,23,35,94672.94
1716,22,35,83960.66
1717,17,25,60136.869999999995
1718,0,34,75846.48
1719,0,35,97454.34
1720,12,32,82529.83
1721,11,27,60120.17
1722,10,24,61118.45
1723,22,39,96470.74
1724,10,23,50129.46
1725,12,24,63178.21
1726,32,29,61967.57
1727,13,34,86037.19
1728,7,28,63430.65
1729,9,37,85251.48
1730,7,25,63227.87
1731,42,30,81244.23
1732,50,25,64202.16
1733,12,23,54182.36
1734,10,32,81593.58
1735,5,33,85543.2
1736,18,28,76722.26
1737,5,34,86625.63
1738,0,30,67515.81
1739,9,27,69832.18
1740,4,25,73852.48
1741,1,37,89634.25
1742,1,30,76229.86
1743,6,42,110264.05
1744,13,23,65115.07
1745,9,32,74129.95
1746,5,32,70994.45
1747,30,30,81959.05
1748,15,26,71907.16
1749,11,27,76930.57
1750,19,32,70187.91
1751,6,28,83622.67
1752,23,22,60910.39
1753,14,29,60315.28
1754,0,37,84584.45
1755,5,29,77641.06999999999
1756,17,32,85094.83
1757,12,35,100581.85
1758,5,24,51192.22
1759,6,35,102268.86
1760,0,30,73312.03
1761,2,34,88228.99
1762,12,34,83188.01
1763,52,24,56313.67
1764,3,32,62412.81
1765,27,29,78348.34
1766,6,17,34536.56
1767,23,29,69376.35
1768,9,31,77427.64
1769,7,30,73407.15
1770,46,26,77169.73
1771,60,27,61834.549999999996
1772,39,26,51360.74
1773,35,28,64334.04
1774,1,30,81501.17
1775,14,20,39028.86
1776,17,23,54619.54
1777,1,21,52073.88
1778,30,26,66590.47
1779,14,27,69672.47
1780,2,20,46951.590000000004
1781,20,23,51344.520000000004
1782,8,37,96240.12
1783,7,32,72554.23
1784,0,32,72875.9
1785,1,31,88778.74
1786,0,26,59106.17
1787,23,25,67298.82
1788,14,23,56652.6
1789,2,31,77175.7
1790,6,38,91514.01
1791,9,21,51614.63
1792,1,25,75172.27
1793,14,33,71476.42
1794,2,41,92580.43
1795,10,28,70287.1
1796,3,26,66223.22
1797,1,46,91629.16
1798,41,26,63901.01
1799,4,30,72305.61
1800,1,21,50599.159999999996
1801,10,29,70892.81
1802,11,38,90129.34
1803,6,30,85534.19
1804,6,30,81097.59
1805,5,24,64897.07
1806,33,24,73407.75
1807,14,25,71947.09
1808,7,32,82938.26
1809,2,29,69474.85
1810,3,23,60170.67
1811,8,37,81271.23
1812,4,26,54381.39
1813,67,31,76471.04
1814,1,32,72610.71
1815,47,30,67643.32
1816,18,37,91689.83
1817,1,25,55575.73
1818,15,37,102770.24
1819,12,30,71389.16
1820,4,29,81085.72
1821,1,33,81123.09
1822,0,39,110411.79
1823,27,30,77776.36
1824,0,22,60477.93
1825,7,27,64999.659999999996
1826,3,32,61024.7
1827,16,30,83205.03
1828,0,19,40699.89
1829,10,31,76691.23
1830,2,37,98844.21
1831,30,33,63010.31
1832,34,26,59256.74
1833,5,29,66744.76
1834,14,37,87505.84
1835,0,42,100860.83
1836,23,31,63096.2
1837,29,33,56202.89
1838,3,29,76158.31
1839,3,40,91965.63
1840,8,23,53642.96
1841,10,30,82806.48
1842,3,31,91076.44
1843,4,39,99614.72
1844,10,34,100197.2
1845,16,28,72319.7
1846,6,33,74629.79
1847,7,27,66856.3
1848,8,21,59947.54
1849,6,22,50648.06
1850,0,36,105389.19
1851,6,26,64061.99
1852,6,33,99804.79000000001
1853,5,32,82040.06999999999
1854,7,35,79491.5
1855,3,32,85397.05
1856,8,20,43465.56
1857,9,36,75399.37
1858,12,29,64512.23
1859,3,29,64884.63
1860,11,41,89481.1
1861,2,27,76266.33
1862,3,27,69646.4
1863,0,28,67678.36
1864,8,32,75800.92
1865,18,31,82865.17
1866,0,30,74291.99
1867,2,29,73857.67
1868,9,29,70196.46
1869,11,33,75293.08
1870,6,24,65200.340000000004
1871,8,28,60071.42
1872,6,26,68373.72
1873,2,34,68955.54
1874,18,21,49087.8
1875,4,22,61817.2
1876,2,25,69997.16
1877,15,29,76583.25
1878,3,30,85077.68
1879,8,39,117558.1
1880,21,26,67276.42
1881,12,21,41335.86
1882,3,38,93156.23
1883,0,34,98210.14
1884,4,27,59369.96
1885,1,29,74961.07
1886,0,32,83334.55
1887,3,30,85150.32
1888,9,31,64328.32
1889,0,28,75126.43000000001
1890,1,35,84812.87
1891,15,27,72740.59
1892,14,26,61874.42
1893,5,36,83622.16
1894,7,26,75580.58
1895,48,25,69051.54
1896,9,28,72792.27
1897,13,26,64417.8
1898,9,32,72680.51
1899,8,30,74157.31999999999
1900,21,31,75215.31
1901,12,30,74363.67
1902,8,25,62617.36
1903,8,30,69840.21
1904,3,38,104454.56
1905,3,22,57333.85
1906,12,30,77791.35
1907,14,37,91589.14
1908,5,29,75960.68000000001
1909,49,23,54319.59
1910,29,23,58409.39
1911,2,28,69395.16
1912,25,30,69440.85
1913,1,31,82091.48
1914,5,35,93870.79
1915,26,29,76426.36
1916,2,25,61208.01
1917,1,29,78756.17
1918,0,22,55510.82
1919,23,29,77800.86
1920,5,20,40930.75
1921,0,39,84777.99
1922,37,25,51785.8
1923,8,28,58535.28
1924,4,25,62076.159999999996
1925,10,31,85590.25
1926,2,31,71968.43
1927,7,39,104811.58
1928,12,43,100220.49
1929,9,31,76928.17
1930,1,42,96278.02
1931,0,28,70908.43
1932,18,27,62987.5
1933,39,26,60240.36
1934,9,47,114429.79
1935,5,28,79570.86
1936,4,34,92226.05
1937,60,26,63140.36
1938,10,35,96643.76
1939,12,19,48849.41
1940,7,27,61710.66
1941,2,21,48337.35
1942,1,37,82401.34
1943,10,26,68735.45
1944,14,35,101147.45999999999
1945,16,29,76673.52
1946,16,37,104899.99
1947,26,23,55465.79
1948,7,32,79745.38
1949,5,30,79320.47
1950,0,25,64132.9
1951,1,15,43558.95
1952,37,28,68743.27
1953,30,26,64533.06
1954,6,36,116335.68000000001
1955,5,36,79207.39
1956,0,35,89568.48
1957,4,28,82528.08
1958,22,24,53991.72
1959,14,42,93208.47
1960,6,33,82367.66
1961,15,26,66952.64
1962,9,27,77767.29000000001
1963,4,29,77431.21
1964,41,15,32574.03
1965,12,36,78625.65
1966,3,30,78129.13
1967,5,33,83535.01
1968,26,35,93941.2
1969,1,30,79575.19
1970,63,20,51964.07
1971,4,31,82404.28
1972,7,33,75087.09
1973,23,38,94633.73
1974,48,32,84581.84
1975,3,30,81929.45999999999
1976,19,27,72040.35
1977,3,24,64404.990000000005
1978,28,26,72201.03
1979,6,27,72405.26
1980,0,33,76279.31999999999
1981,17,23,40824.41
1982,2,28,71397.8
1983,4,38,79475.09
1984,5,33,91317.68000000001
1985,32,20,49100.6
1986,10,36,81427.74
1987,6,46,104202.71
1988,39,18,37757.03
1989,9,34,79033.11
1990,10,26,66595.34
1991,4,22,58120.17
1992,10,25,58547.77
1993,14,29,85621.51
1994,0,34,68225.39
1995,25,24,61588.05
1996,2,28,62763.29
1997,18,28,80320.49
1998,31,37,94108.28
1999,10,24,57554.82
2000,11,33,67109.54
2001,12,37,101123.8
2002,12,33,88984.7
2003,10,35,89246.94
2004,0,34,90453.45
2005,2,39,108007.34
2006,3,35,91976.76
2007,13,30,76275.93000000001
2008,0,27,71025.76
2009,14,34,90002.06999999999
2010,26,28,66871.27
2011,1,43,125319.24
2012,25,44,111608.43
2013,1,25,53270.39
2014,4,31,70112.04
2015,2,34,84654.20999999999
2016,9,27,74839.86
2017,63,21,58450.78
2018,1,27,74294.26
2019,0,45,108106.67
2020,10,19,49337.14
2021,7,27,82232.96
2022,28,28,84318.91
2023,35,34,91744.82
2024,6,40,110965.67
2025,1,23,62859.59
2026,18,28,77971.44
2027,22,32,86880.94
2028,18,23,57508.020000000004
2029,2,34,76064.05
2030,18,25,71299.7
2031,9,27,67403.97
2032,6,27,62192.85
2033,28,24,64386.95
2034,6,35,89613.98
2035,11,33,85511.48
2036,24,28,62996.85
2037,17,26,75727.7
2038,22,36,93577.78
2039,10,40,97116.64
2040,36,37,98705.96
2041,4,31,76608.41
2042,1,30,72765.29
2043,18,32,79221.09999999999
2044,4,31,66430.82
2045,5,28,67516.37
2046,18,34,80080.04000000001
2047,30,28,82750.8
2048,0,34,96221.59
2049,6,36,101654.17
2050,8,26,75098.01
2051,9,33,88133.94
2052,3,33,86970.83
2053,5,22,55704.17
2054,14,29,72818.97
2055,9,23,64655.74
2056,32,31,95579.2
2057,21,34,89798.25
2058,22,30,71433.1
2059,10,32,84496.98
2060,11,35,81869.07
2061,6,30,65721.4
2062,1,34,83133.68
2063,6,29,73260.45999999999
2064,51,27,62887.05
2065,6,22,55048.64
2066,7,26,66060.22
2067,30,34,69683.16
2068,0,29,75462.07
2069,4,35,75263.81
2070,3,37,86906.6
2071,8,30,76540.17
2072,5,28,67397.11
2073,11,18,41349.25
2074,32,26,67865.9
2075,13,33,85275.02
2076,5,32,77790.11
2077,5,36,94089.08
2078,6,31,80198.58
2079,4,31,78761.15
2080,39,33,81018.0
2081,17,29,60808.2
2082,11,28,88536.31999999999
2083,41,34,88244.06
2084,8,33,83331.96
2085,26,38,105307.23
2086,44,28,60545.29
2087,1,29,59946.72
2088,1,26,71824.42
2089,21,19,52124.27
2090,15,33,78987.33
2091,0,29,71657.21
2092,0,38,82076.21
2093,20,22,47003.88
2094,6,29,68644.83
2095,26,28,71227.43
2096,17,22,42983.79
2097,0,33,67638.31
2098,1,25,63371.759999999995
2099,4,29,72553.97
2100,29,23,49018.16
2101,10,30,79150.41
2102,1,28,70709.13
2103,2,24,56038.33
2104,3,39,98035.42
2105,6,24,69036.73
2106,8,32,73852.48
2107,16,26,58830.31
2108,4,32,80825.38
2109,3,32,67485.52
2110,20,31,78892.29
2111,3,23,53280.72
2112,25,29,58102.74
2113,9,32,98917.7
2114,13,28,66060.87
2115,69,23,56914.049999999996
2116,8,34,78517.16
2117,2,26,68334.35
2118,6,39,86470.9
2119,4,28,64538.2
2120,1,22,64566.59
2121,1,27,68462.63
2122,8,40,107775.56
2123,16,28,65586.02
2124,1,35,89967.59
2125,9,33,89235.81999999999
2126,4,34,88959.55
2127,14,23,56039.72
2128,1,28,74210.76
2129,3,34,80573.72
2130,40,35,75659.62
2131,6,27,68329.37
2132,14,37,99518.59
2133,1,26,72423.41
2134,2,19,38048.159999999996
2135,16,25,45873.29
2136,15,36,91374.48
2137,9,39,88585.51
2138,42,31,79687.03
2139,4,36,104560.57
2140,8,30,87706.71
2141,33,33,80186.16
2142,35,32,90278.13
2143,2,28,75982.42
2144,14,23,52279.86
2145,8,30,79521.52
2146,2,31,79844.54000000001
2147,14,28,77471.95
2148,8,22,58425.53
2149,2,38,90373.41
2150,4,35,71669.72
2151,6,29,65045.590000000004
2152,3,30,79825.14
2153,1,35,87072.21
2154,14,22,52309.63
2155,12,31,71802.04000000001
2156,10,31,75011.98
2157,0,41,92483.06999999999
2158,23,34,82452.94
2159,7,28,85281.35
2160,31,33,72781.5
2161,19,26,80028.5
2162,2,33,81822.49
2163,13,27,63906.18
2164,3,22,50837.41
2165,24,23,49595.22
2166,3,30,81963.07
2167,9,31,78866.63
2168,9,27,59688.73
2169,18,33,79432.78
2170,47,22,44543.94
2171,17,24,62691.54
2172,14,27,76044.18
2173,2,27,72655.92
2174,13,36,92674.08
2175,3,25,70049.09
2176,18,30,65073.53
2177,11,25,54093.58
2178,15,46,127953.8
2179,4,35,86932.48
2180,22,30,84601.47
2181,25,33,97150.87
2182,5,33,81999.81
2183,5,26,69728.28
2184,5,20,42416.89
2185,20,27,76592.52
2186,0,26,68092.94
2187,9,18,45481.49
2188,0,41,95856.48999999999
2189,11,25,43464.23
2190,9,32,80864.44
2191,4,34,95901.14
2192,3,24,64566.159999999996
2193,28,39,84959.08
2194,52,19,42385.74
2195,11,41,105523.45
2196,1,21,53718.68
2197,12,37,80565.33
2198,6,28,83525.92
2199,8,37,89719.92
2200,8,28,56332.51
2201,13,30,66644.24
2202,4,27,62062.45
2203,9,28,72245.19
2204,13,29,70292.84
2205,2,34,95814.71
2206,14,19,44694.2
2207,6,29,64474.270000000004
2208,9,26,64669.78
2209,1,26,69851.48
2210,9,24,63447.1
2211,13,22,57916.82
2212,18,34,86181.35
2213,17,28,68110.18000000001
2214,9,35,67921.6
2215,10,28,66282.31
2216,2,22,57585.3
2217,1,39,82466.5
2218,27,33,83751.51
2219,14,34,78753.93000000001
2220,4,35,82423.81999999999
2221,6,33,74227.99
2222,1,35,102215.01
2223,31,32,72462.61
2224,2,24,60536.54
2225,5,21,52618.31
2226,13,35,97795.4
2227,28,30,64330.15
2228,0,28,76271.55
2229,4,36,98223.42
2230,20,24,62775.97
2231,19,22,57308.62
2232,40,26,61960.09
2233,0,40,104286.66
2234,23,26,82756.27
2235,19,26,66210.67
2236,2,25,65151.11
2237,14,31,70633.1
2238,9,35,82765.19
2239,15,24,57197.75
2240,1,33,74569.31
2241,40,28,73311.33
2242,13,28,68662.41
2243,2,31,83113.16
2244,11,30,70198.08
2245,6,20,54972.020000000004
2246,21,28,73660.2
2247,6,34,86780.05
2248,15,20,55706.270000000004
2249,0,35,78380.55
2250,1,26,77126.66
2251,0,33,67071.18000000001
2252,11,33,73133.12
2253,15,23,62945.21
2254,21,25,62881.37
2255,7,37,96318.25
2256,6,24,66607.06
2257,2,29,71024.59999999999
2258,11,24,63669.67
2259,4,27,67695.73
2260,3,29,62521.9
2261,14,38,78768.25
2262,25,21,48642.96
2263,18,31,89604.38
2264,22,26,59609.55
2265,10,26,68218.31999999999
2266,2,43,110937.06
2267,8,34,81357.66
2268,1,32,76449.5
2269,6,29,82964.09
2270,20,27,83276.94
2271,16,26,54139.18
2272,3,24,72849.78
2273,1,28,81297.38
2274,6,31,74648.53
2275,7,38,88107.83
2276,22,29,52750.26
2277,6,34,87026.44
2278,18,33,83611.32
2279,3,32,79491.07
2280,18,38,95675.04
2281,5,22,63278.119999999995
2282,3,24,70139.36
2283,0,27,66933.84
2284,32,27,74618.68000000001
2285,4,32,83577.61
2286,1,30,80142.84999999999
2287,0,33,71842.24
2288,8,33,90107.88
2289,63,17,51472.43
2290,2,25,53313.84
2291,2,33,74619.68000000001
2292,22,23,58127.92
2293,2,40,101133.83
2294,6,31,82193.02
2295,23,30,70396.57
2296,19,32,86912.17
2297,1,35,88975.29
2298,9,26,64532.32
2299,1,35,93326.99
2300,3,36,72791.95
2301,1,34,86303.52
2302,33,25,56233.89
2303,31,23,69453.42
2304,33,23,61240.21
2305,2,35,70202.4
2306,3,32,71733.64
2307,4,35,83046.26
2308,6,27,61925.69
2309,8,31,89583.67
2310,8,28,62363.96
2311,0,33,76811.51
2312,0,27,82653.26
2313,4,32,87935.78
2314,3,33,83347.76
2315,0,40,94873.65
2316,2,28,59941.84
2317,3,39,112738.25
2318,14,29,63526.75
2319,14,27,70841.62
2320,7,33,88946.86
2321,13,28,63346.979999999996
2322,17,28,76882.98
2323,17,29,61128.98
2324,25,35,97925.5
2325,5,24,65927.01
2326,10,23,54938.28
2327,17,40,85382.65000000001
2328,6,32,90407.4
2329,0,35,75888.5
2330,12,41,98868.33
2331,8,35,92196.96
2332,22,24,68656.42
2333,8,27,69297.65000000001
2334,5,27,71065.47
2335,12,26,57624.54
2336,0,27,65481.91
2337,14,30,80217.11
2338,11,27,69078.71
2339,4,22,57159.28
2340,9,26,64864.51
2341,3,29,79601.59
2342,5,33,85347.52
2343,15,27,82271.49
2344,19,31,86590.86
2345,21,24,46456.95
2346,5,33,87231.65
2347,2,24,61996.47
2348,8,35,80698.3
2349,9,28,84614.22
2350,0,20,61215.95
2351,18,30,66658.85
2352,39,29,71626.14
2353,15,35,90886.58
2354,10,26,81138.88
2355,19,24,61791.12
2356,15,26,72805.5
2357,21,35,97452.91
2358,20,23,57377.479999999996
2359,33,24,50406.590000000004
2360,6,37,89821.32
2361,15,37,88363.61
2362,21,32,75307.35
2363,3,39,100220.33
2364,3,40,105843.4
2365,3,36,101641.49
2366,49,23,61514.99
